reviewer_name,review_date,review_content
Roving676369,25-Aug,I would like to express my gratitude to Ms. FATMA for her professionalism and cooperation as she helped me during my stay and she is definitely a great asset in her company. Thank you Amany El Labban Insider tip: Special thanks for Ms Fatma Value Rooms Location Cleanliness Service Sleep Quality
Shakh A,25-Aug,"Service was excellent. It is very near to haram. They have golf cart as well as minibus to transport guest yo haram. I definitely would like to have free wifi, but it was not. However I did not have lot of time for Internet anyway. We took partial haram view room. Experience is wonderful. Value Rooms Location Cleanliness Service Sleep Quality"
white f,25-Aug,Fatima sindi is super perfect lady . She treated us very will and we really like the stay becouse of her Thank you ms fatima
Connector03625625933,25-Aug,"Very high-end hotel, very pleasant amenities, comfortable rooms, clean, respectful professor Saleh Al-Khashi, ethical professor Hanan Mahal Allah"
Traveler31454176407,25-Aug,"Marriott Makkah is one of the best and most favourable hotels in the service of guests, and the hotel''s guest collaboration by the security and reception of the room staff, all in the highest level of professionalism and special thanks to Professor Fatima, Professor Saleh Al-Hashi, thanks Marriott ?? Value Rooms Location Cleanliness Service Sleep Quality"
Mohamad T,25-Aug,"I had a wonderful stay at Marriott Jabal Omar in Mecca. The hotel is perfectly located, very comfortable, and offers excellent service. A special thanks to Saud, whose kindness and professionalism made my experience unforgettable. Highly recommended! Value Rooms Location Cleanliness Service Sleep Quality"
Shroog A,25-Aug,"Thank you very much brother and staff Saudi King for the welcome, respect, and art of top-notch handling and all the appreciation and respect the hotel loved them Value Rooms Location Cleanliness Service Sleep Quality"
mohammed a,25-Aug,"I had an excellent stay at Marriott Jabal Omar Hotel. The location is very convenient, with shuttle buses and golf cars running around the clock to and from the Haram. The rooms are clean, comfortable, and spacious. Staff were professional, friendly, and always ready to help. Overall, a smooth and pleasant experience — I’d definitely stay here again. Value Rooms Location Cleanliness Service Sleep Quality"
Zahrah B,25-Aug,"I had the best experience at Marriott. All the staff is amazing, especially sweet lady at Atrium, Ms. Aya ElAshtar who served with her whole heart and soul. Will recommend to everyone to try their baked goodies and their lovely service. Insider tip: Amazing place to stay. Close to Haram and beautiful view at Jabal Omar. Value Rooms Location Cleanliness Service Sleep Quality"
Happiness62626652252,25-Aug,"All thanks and appreciation to the staff member Abdullah Rahim for the top-notch and professional service. Not only was the service, but the kindness and attention to detail gave the experience a special character. Someone lifts the name of the place and keeps the guest coming back. Thank you Abdul Rahim. Value Rooms Location Cleanliness Service Sleep Quality"
amina r,25-Aug,My Name Amina Rashed room 528 I am so happy for my stay in Marriott Makkah Jabel Omer All the stuff very active and very helpful I felt at home Thanks for Help REception Restaurant staff Kitchen the foo5is very tasty
Curiosity37004139570,25-Aug,"Everything is excellent, especially the reception on the pork Things I liked 1 Dining in general 2 The staff is very attentive 3 elegant and calming place"
Abdelrahman G,25-Aug,"Amazing stay, amazing service, very clean Special thanks to Aya from Atrium cafe, very hospitable! The staff are very friendly"
Dina A,25-Aug,"I had a wonderful experience at this hotel in Makkah. The location is excellent – just 3 minutes to the Haram by the hotel’s free shuttle bus. The rides are frequent, and I never had to wait more than 5 minutes, which made attending prayers very easy and stress-free. The staff were warm, welcoming, and always ready to assist. My room was clean, comfortable, and well-maintained, providing a peaceful place to rest after a busy day. Housekeeping was prompt, and the amenities were convenient and thoughtful. Overall, I highly recommend this hotel to anyone visiting Makkah for Umrah or Hajj. With its quick and reliable shuttle, friendly service, and comfortable rooms, it’s the perfect choice. I will definitely stay here again on my next visit. Value Rooms Location Cleanliness Service Sleep Quality"
Shafeeq U,25-Aug,"Traveled for umrah with my 13-year-old son, the stay was brilliant. The hotel is close to haram but due to hot weather the shuttle bus and buggy travel were brilliant, most of time when catching the shuttle bus or buggy virtually there wasn't many wait time occasionally night had to wait for 2 to 3 mins. The room had lots of space. Value Rooms Location Cleanliness Service Sleep Quality"
Mohammed K,25-Aug,Excellent service lobby rasherd Shari Alla noura from guest relations the front office they are amazing!!!! They provide excellent service for all the guests
Voyage50800253830,25-Aug,"A stay at the marriot is always special, and the crew is very courteous and kind, especially at Atrium lounge cafe, and treated elegantly and gently. I tried her suggestions for jade and salad and it was all beautiful."
Mlk,25-Aug,"This was my seventh visit to Makkah, and I enjoy discovering new hotels each time. For this trip, I chose the Marriott — and it was truly a beautiful experience, even though I did have one hesitation before booking: the distance from the Haram including the slight uphill walk, which I’ll mention a bit further down. The hotel is luxurious, but what made the stay truly special was the genuine kindness and attentiveness of the staff. From Nader at Guest Relations to the teams at housekeeping, reception, and breakfast — everyone was incredibly warm and truly went out of their way to take care of us. Their presence added a human and heartfelt touch to this deeply spiritual journey. My room was spacious, peaceful — which is not the case in all hotels there — and came with a nice view of the Haram. The bed and pillows were very comfortable — just what you need after long hours spent at the masjid. The elevators were always available, even at prayer times — unlike in some other hotels where they take a long time to arrive. The breakfast was delicious and generous, including a large choice of homemade bakery, fresh fruit juices, and plenty of variety every morning. I initially had some doubts about the distance to the Haram, being used to hotels inside the Clock Tower, but it was not an issue at all. The walk takes between 5 to 10 minutes, depending on which gate you want to reach and if you use Golf carts and shuttle buses that are available 24/7, running frequently, reducing the walk to only few minutes. That said, I often chose to walk — the slight uphill path wasn’t a problem for me. A heartfelt recommendation for anyone looking for comfort, serenity, and sincere hospitality during their stay in this sacred city??. (By the way, I found that booking directly through their official website offered a better rate than on other booking platforms????)"
